Development_Start_Date,Purchased_Date,City,Locality,Property_Type,Developer_Name,Year_Of_Esablishment,CEO,Number_Of_Employees,Service_Amount,Rating,Investor_Name,CITY_Investors,sq_ft_cost,PURCHASE_AMOUNT,AREA_PURCHASED
12-Sep-12,01-Oct-12,HYDERABAD,KUKATPALLY,Residential,Mabey,1814,Dereck Simonis V,5578,0.94,A,Brandy Kuhlman,nellore,2458,15334921,6637
13-Sep-12,02-Oct-12,HYDERABAD,JUBLIEE HILLS,Residential,Lagan,1896,Bailey Witting,4545,0.32,D,Reynold Cole,jammu,5364,12513139,7290
14-Sep-12,03-Oct-12,HYDERABAD,BANJARA HILLS,Residential,Headcrown,1802,Kyra Herman,7357,0.58,E,Dr. Alvah Koepp,sangli-miraj & kupwad,62548,258806111,7134
15-Sep-12,04-Oct-12,HYDERABAD,KONDAPUR,Residential,Thomas Armstrong ,1869,Carlos Moen DDS,7225,0.91,B,Bella Senger III,belgaum,3294,24756683,8259
16-Sep-12,05-Oct-12,HYDERABAD,MIYAPUR,Residential,Tolent,1917,Miss Clair Greenholt,1334,0.83,C,Dean O'Connell,mangalore,2537,16822517,7989
17-Sep-12,06-Oct-12,BANGALORE,INDIRANAGAR,Commercial,GF Tomlinson,1854,Miss Larue Considine,4473,0.45,D,Stan Johnston,ambattur,10261,45948245,9951
18-Sep-12,07-Oct-12,BANGALORE,JAYANAGAR,Commercial,Simpson (York),1878,Nico Beier,6445,0.39,E,Lura Waters,tirunelveli,6683,21528616,8260
19-Sep-12,08-Oct-12,BANGALORE,FRAZER TOWN,Commercial,Pyeroy Group,1817,Tito Langworth,7430,0.28,C,Emmitt Hessel,melagaon,8304,16824568,7236
20-Sep-12,09-Oct-12,BANGALORE,HEBBAL,Commercial,GSH Group,1834,Gabriella Schimmel MD,9597,0.97,A,Jettie Greenfelder,gaya,5130,27144626,5455
21-Sep-12,10-Oct-12,BANGALORE,KORAMANGALA,Commercial,Longcross,1961,Malachi Larson,8600,0.28,D,Miss Teagan Kovacek,jalgaon,9918,18931082,6817
22-Sep-12,11-Oct-12,BANGALORE,INDIRANAGAR,Residential,Higgins ,1840,Joshua Dickens,2322,0.07,C,Karine Reynolds,udaipur,8267,4091338,7070
23-Sep-12,12-Oct-12,BANGALORE,JAYANAGAR,Residential,Carey Group ,1938,Melvina Veum,2757,0.88,D,Fatima White,maheshtala,103325,643210524,7074
24-Sep-12,13-Oct-12,BANGALORE,FRAZER TOWN,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Elisa Lowe,tirupur,8279,41002907,5896
25-Sep-12,14-Oct-12,BANGALORE,HEBBAL,Residential,United House,1959,Estel Botsford,1728,0.64,B,Ms. Mustafa Conroy,davanagere,6058,38616115,9960
26-Sep-12,15-Oct-12,BANGALORE,KORAMANGALA,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Luciano Prohaska,kozhikode,6704,26273244,5296
27-Sep-12,16-Oct-12,MUMBAI,CHEMBUR,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Glenna Luettgen,akola,14758,9224340,7813
28-Sep-12,17-Oct-12,MUMBAI,VILE PARLE,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Adah Schultz,kurnool,23364,154505197,9584
29-Sep-12,18-Oct-12,MUMBAI,VASAI,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Bianka Williamson,sri ganganagar,6313,8505884,6416
30-Sep-12,19-Oct-12,MUMBAI,JUHU,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Madie Weimann,karawat nagar,29681,119736122,5763
01-Oct-12,20-Oct-12,MUMBAI,AIROLI,Commercial,Midas,1984,Elta Cartwright,8927,0.61,D,Nola Nolan PhD,nagercoil,22333,111151118,8159
02-Oct-12,21-Oct-12,MUMBAI,CHEMBUR,Residential,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Margie Denesik,mango,15320,53275300,6955
03-Oct-12,22-Oct-12,MUMBAI,VILE PARLE,Residential,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Meaghan Dickinson,bulandshahr,21647,110269818,7075
04-Oct-12,23-Oct-12,MUMBAI,VASAI,Residential,William Hare,1969,Tiffany Hudson,6016,0.37,A,Raymundo Nikolaus,thanjavur,4457,11670610,7077
05-Oct-12,24-Oct-12,MUMBAI,JUHU,Residential,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Wilfred Grady,mumbai,31212,180187188,8131
06-Oct-12,25-Oct-12,MUMBAI,AIROLI,Residential,ESH Holdings,1849,Miss Kaci Hodkiewicz,7219,0.61,C,Dr. Dianna Ferry,delhi,20255,88972316,7201
07-Oct-12,26-Oct-12,DELHI,Mayur Vihar,Commercial,North Midland Construction,1857,Haleigh DuBuque V,6986,0.27,B,Baylee Volkman,bangalore,9700,18600138,7102
08-Oct-12,27-Oct-12,DELHI,Chanakyapuri,Commercial,Ogilvie Group,1862,Gisselle Yost Jr.,9196,0.82,D,Hassie Grant DVM,hyderabad,53000,235727040,5424
09-Oct-12,28-Oct-12,DELHI,Vasant Kunj,Commercial,Barr ,1841,Rosalinda Pacocha,2233,0.52,B,Orie Osinski,ahmedabad,15700,58421584,7156
10-Oct-12,29-Oct-12,DELHI,Saket,Commercial,Forth Holdings,1915,Johnny Pagac,9881,0.4,D,Ryan Harris,chennai,17000,37672000,5540
11-Oct-12,30-Oct-12,DELHI,Pithampura,Commercial,Bechtel,1809,Rafaela Hintz DVM,1909,0.28,E,Sincere Littel,kolkata,31590,77802379,8796
12-Oct-12,31-Oct-12,DELHI,Mayur Vihar,Residential,GB Building Solutions,1891,Gordon Sauer DVM,5880,0.98,A,Gina D'Amore,surat,9000,81496800,9240
13-Oct-12,01-Nov-12,DELHI,Chanakyapuri,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Jaida Boyle,pune,51000,444656250,9375
14-Oct-12,02-Nov-12,DELHI,Vasant Kunj,Residential,Lakehouse Contracts,1969,Laisha Bins MD,6540,0.19,B,Jennings Shanahan,jaipur,15400,25754652,8802
15-Oct-12,03-Nov-12,DELHI,Saket,Residential,Bullock Construction,1844,Chaya Langosh,6738,0.42,D,Dillan Welch,lucknow,16300,60970476,8906
16-Oct-12,04-Nov-12,DELHI,Pithampura,Residential,McLaughlin & Harvey ,1830,Franco Gaylord,9027,0.57,E,Rahsaan Wuckert PhD,kanpur,30000,165134700,9657
17-Oct-12,05-Nov-12,HYDERABAD,KUKATPALLY,Commercial,Brett Group,1940,Naomie Daniel,1452,0.21,C,Hortense Quitzon,nagpur,3168,4857875,7302
18-Oct-12,06-Nov-12,HYDERABAD,JUBLIEE HILLS,Commercial,Mulalley,1817,Fletcher Sauer PhD,3414,0.65,B,Terry Littel,indore,11548,64343146,8572
19-Oct-12,07-Nov-12,HYDERABAD,BANJARA HILLS,Commercial,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Miss Queen Wunsch,thane,107474,186319076,5978
20-Oct-12,08-Nov-12,HYDERABAD,KONDAPUR,Commercial,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Velva Kassulke,bhopal,28631,164250321,7171
21-Oct-12,09-Nov-12,HYDERABAD,MIYAPUR,Commercial,Arun Excello,1987,Sriram P,1255,0.15,E,Angie Mann,vishakapatnam,2994,3304478,7358
22-Oct-12,10-Nov-12,HYDERABAD,KUKATPALLY,Residential,Manjeera,1985,Yoganand,450,0.32,B,Dr. Jovanny Hamill,pimpri-chinchwad,2458,4468447,5681
23-Oct-12,11-Nov-12,HYDERABAD,JUBLIEE HILLS,Residential,Amrapalli Group,1973,Dr.Anil Kumar Sharma,1023,0.51,A,Mrs. Joshuah Pagac,patna,5364,17453383,6380
24-Oct-12,12-Nov-12,HYDERABAD,BANJARA HILLS,Residential,Hiranandhani Developers,1980,Dr.RL Bhatia,1600,0.04,C,Lesley Upton,vadodra,62548,24241103,9689
25-Oct-12,13-Nov-12,HYDERABAD,KONDAPUR,Residential,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Mrs. Murphy Strosin,ghaziabad,3294,13734498,5415
26-Oct-12,14-Nov-12,HYDERABAD,MIYAPUR,Residential,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Sarai Powlowski,ludhiana,2537,20838208,8738
27-Oct-12,15-Nov-12,BANGALORE,INDIRANAGAR,Commercial,DLF,1946,T.C.Goyal,7542,0.29,E,Madisyn Denesik,agra,10261,23751958,7982
28-Oct-12,16-Nov-12,BANGALORE,JAYANAGAR,Commercial,Aaryan Estates,2006,Aryan Patel,5336,0.21,B,Kenya Harvey Jr.,nashik,6683,13903781,9907
29-Oct-12,17-Nov-12,BANGALORE,FRAZER TOWN,Commercial,Unitech,1972,Ramesh Chandra,1472,0.59,A,Benton Stark,faridabad,8304,43055576,8788
30-Oct-12,18-Nov-12,BANGALORE,HEBBAL,Commercial,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Larue Collins,meerut,5130,35916413,9335
31-Oct-12,19-Nov-12,BANGALORE,KORAMANGALA,Commercial,TATA,1868,Ratan Tata,565502,0.79,E,Micaela Renner,rajkot,9918,69686447,8894
01-Nov-12,20-Nov-12,BANGALORE,INDIRANAGAR,Residential,VGN,1942,Pratish Devadoss,3683,0.26,D,Emilia D'Amore,kalyan-dombivali,8267,12384958,5762
02-Nov-12,21-Nov-12,BANGALORE,JAYANAGAR,Residential,Carillion ,1927,Arlo Moore,8282,0.16,C,Herminia Muller,vasai-virar,103325,128718152,7786
03-Nov-12,22-Nov-12,BANGALORE,FRAZER TOWN,Residential,Kier Group (Inc. May Gurney),1862,Salvatore Hackett,7200,0.61,B,Marvin Konopelski,varanasi,8279,26771057,5301
04-Nov-12,23-Nov-12,BANGALORE,HEBBAL,Residential,Interserve,1856,Ms. Jeanie Hettinger,9644,0.85,E,Jacky Gorczany,srinagar,6058,28218164,5480
05-Nov-12,24-Nov-12,BANGALORE,KORAMANGALA,Residential,Mitie,1954,Johnnie Senger,7511,0.2,D,Tillman McGlynn,aurangabad,6704,7501776,5595
06-Nov-12,25-Nov-12,MUMBAI,CHEMBUR,Commercial,Morgan Sindall,1920,Lexi Moore,9930,0.56,B,Kailee Ortiz,dhanbad,14758,44892655,5432
07-Nov-12,26-Nov-12,MUMBAI,VILE PARLE,Commercial,BAM Construction/Nuttall,1850,Deon Emard,2625,0.02,D,Krystal Wehner,amritsar,23364,3186382,6819
08-Nov-12,27-Nov-12,MUMBAI,VASAI,Commercial,Laing O Rourke,1898,Ryann Becker,1723,0.73,E,Ms. Isaias Ward,navi mumbai,6313,33623543,7296
09-Nov-12,28-Nov-12,MUMBAI,JUHU,Commercial,Galliford Try ,1898,Carlee Koelpin,3361,0.5,C,Ward Bogan,allahabad,29681,105990851,7142
10-Nov-12,29-Nov-12,MUMBAI,AIROLI,Commercial,Keller,1866,Lavonne Hudson,6649,0.78,A,Leif Rosenbaum,ranchi,22333,171671538,9855
11-Nov-12,30-Nov-12,MUMBAI,CHEMBUR,Residential,ISG,1924,Delta Durgan,6405,0.56,D,Shaniya Collins,howrah,15320,78774214,9182
12-Nov-12,01-Dec-12,MUMBAI,VILE PARLE,Residential,Wates,1804,Florian D'Amore,2543,0.5,E,Wilber Ryan,coimbatore,21647,78253905,7230
13-Nov-12,02-Dec-12,MUMBAI,VASAI,Residential,Amey UK,1917,Jonathon Sanford,1323,0.6,D,Onie Hermann,jabalpur,4457,19754315,7387
14-Nov-12,03-Dec-12,MUMBAI,JUHU,Residential,Enterprise,1954,Polly Brakus,9410,0.87,C,Sally Muller Jr.,gwalior,31212,142180648,5236
15-Nov-12,04-Dec-12,MUMBAI,AIROLI,Residential,Vinci UK,1808,Camron Rowe I,5160,0.58,B,Miss Mark Ruecker,vijayawada,20255,102054007,8687
16-Nov-12,05-Dec-12,HYDERABAD,MIYAPUR,Residential,Skanska,1904,Connor Wyman,2574,0.37,A,Delmer Kuhlman,jodhpur,2537,9208549,9810
17-Nov-12,06-Dec-12,BANGALORE,INDIRANAGAR,Commercial,Willmott Dixon ,1863,Lester Ryan,5982,0.67,D,Rolando Goyette V,madurai,10261,47505352,6910
18-Nov-12,07-Dec-12,BANGALORE,JAYANAGAR,Commercial,Bouygues & Subsidiaries,1911,Viola Murazik,3761,0.92,E,Jena Olson,raipur,6683,34633712,5633
19-Nov-12,08-Dec-12,BANGALORE,FRAZER TOWN,Commercial,Mace,1897,Coy Block,8200,0.86,B,Jeremie Jaskolski,kota,8304,39792104,5572
20-Nov-12,09-Dec-12,BANGALORE,HEBBAL,Commercial,Costain,1949,Joany Littel,7859,0.64,A,Nina Lockman,guwahati,5130,24515654,7467
21-Nov-12,10-Dec-12,BANGALORE,KORAMANGALA,Commercial,Sir Robert McAlpine ,1836,Nedra Zieme,5965,0.35,E,Marlee Smitham,chandigarh,9918,21428335,6173
22-Nov-12,11-Dec-12,BANGALORE,INDIRANAGAR,Residential,Mears,1824,Orion Nicolas,5484,0.41,B,Arden Blick,solapur,8267,32315207,9534
23-Nov-12,12-Dec-12,BANGALORE,JAYANAGAR,Residential,Lakeside 1 (Keepmoat),1944,Jacinthe Stehr,5581,0.26,D,Dr. Jerrold Kling,hubballi-dharwad,103325,212122092,7896
24-Nov-12,13-Dec-12,BANGALORE,FRAZER TOWN,Residential,Bowmer & Kirkland ,1930,Effie Legros,1865,0.25,C,Otho Jacobson,bareilly,8279,20211109,9765
25-Nov-12,14-Dec-12,BANGALORE,HEBBAL,Residential,Shepherd,1828,Donny O'Conner,5651,0.5,B,Mr. Leola Weissnat,morababad,6058,25198251,8319
26-Nov-12,15-Dec-12,BANGALORE,KORAMANGALA,Residential,VolkerWessels UK,1884,Gregorio Rolfson,8564,0.2,E,Unique Rolfson,mysore,6704,10519917,7846
27-Nov-12,16-Dec-12,MUMBAI,CHEMBUR,Commercial,Miller,1973,Ms. Rickey Windler,8732,0.72,D,Angelo Jast,gurgaon,14758,78343728,7373
28-Nov-12,17-Dec-12,MUMBAI,VILE PARLE,Commercial,Morrison Utility Services ,1944,Nelson Johnson,2972,0.24,B,Brian Beatty II,aligarh,23364,54688582,9753
29-Nov-12,18-Dec-12,MUMBAI,VASAI,Commercial,Lend Lease,1959,Fritz Schmeler,7125,0.37,D,Breanna Block,jalandhar,6313,19403574,8307
30-Nov-12,19-Dec-12,MUMBAI,JUHU,Commercial,Imtech,1996,Greg Pfannerstill,1528,0.93,A,Miss Jordi Moen,tiruchirapalli,29681,259057252,9385
01-Dec-12,20-Dec-12,MUMBAI,AIROLI,Commercial,J Murphy,1957,Tabitha Stamm,5579,0.43,E,Lulu Hammes,bhubaneshwar,22333,71399718,7435
02-Dec-12,21-Dec-12,MUMBAI,CHEMBUR,Residential,NG Bailey,1940,Alize Jaskolski MD,2246,0.04,C,Blake Dickens,salem,15320,3526051,5754
03-Dec-12,22-Dec-12,MUMBAI,VILE PARLE,Residential,SSE Contracting,1880,Watson Wyman,5729,0.25,D,Nicklaus Feeney,mira-bhayandar,21647,44105763,8150
04-Dec-12,23-Dec-12,MUMBAI,VASAI,Residential,Mclaren,1862,Steve Guªann,5661,0.3,C,Melissa Nolan,trivandrum,4457,12582111,9410
05-Dec-12,24-Dec-12,MUMBAI,JUHU,Residential,Emcor,1827,Adrain Corkery,6375,0.45,D,Vernon Johns MD,bhiwandi,31212,121787663,8671
06-Dec-12,25-Dec-12,MUMBAI,AIROLI,Residential,Renew Holdings ,1815,Jefferey Gaylord V,6423,0.93,C,Queenie Abshire Sr.,saharanpur,20255,127565180,6772
07-Dec-12,26-Dec-12,DELHI,Mayur Vihar,Commercial,Sisk,1890,Jovany Tillman III,2307,0.09,E,Maximillian Stark,gorakhpur,9700,6816384,7808
08-Dec-12,27-Dec-12,DELHI,Chanakyapuri,Commercial,Enserve (Spice),1932,Mikel Emard,4343,0.47,B,Rollin Zboncak,guntur,53000,162712120,6532
09-Dec-12,28-Dec-12,DELHI,Vasant Kunj,Commercial,Northstone NI,1938,Asa Bechtelar,6450,0.59,A,Willa Romaguera,bikaner,15700,48417701,5227
10-Dec-12,29-Dec-12,DELHI,Saket,Commercial,Seddon ,1846,Sincere Wisozk,3997,0.11,D,Joanny Ledner,amravati,17000,10490700,5610
11-Dec-12,30-Dec-12,DELHI,Pithampura,Commercial,Geoffrey Osborne,1957,Green Kuhlman,3925,0.33,E,Beverly Mayer,noida,31590,64591441,6196
12-Dec-12,31-Dec-12,DELHI,Mayur Vihar,Residential,Keller,1866,Lavonne Hudson,6649,0.78,A,Domenica Zemlak,jamshedpur,9000,50361480,7174
13-Dec-12,01-Jan-13,DELHI,Chanakyapuri,Residential,ISG,1924,Delta Durgan,6405,0.56,D,Einar Bayer DVM,bhilai,54000,258340320,8543
14-Dec-12,02-Jan-13,DELHI,Vasant Kunj,Residential,Wates,1804,Florian D'Amore,2543,0.5,E,Dessie Leannon DVM,warangal,15200,46390400,6104
15-Dec-12,03-Jan-13,DELHI,Saket,Residential,Amey UK,1917,Jonathon Sanford,1323,0.6,D,Alicia Feeney,cuttack,16700,81332340,8117
16-Dec-12,04-Jan-13,DELHI,Pithampura,Residential,Enterprise,1954,Polly Brakus,9410,0.87,C,Camron Jones,firozabad,33000,173293560,6036
17-Dec-12,05-Jan-13,HYDERABAD,KUKATPALLY,Commercial,Vinci UK,1808,Camron Rowe I,5160,0.58,B,King O'Reilly,kochi,2823,8694275,5310
18-Dec-12,06-Jan-13,MUMBAI,CHEMBUR,Commercial,Skanska,1904,Connor Wyman,2574,0.37,A,Mr. Abner Jacobs,bhavnagar,14500,34851040,6496
19-Dec-12,07-Jan-13,MUMBAI,VILE PARLE,Commercial,Willmott Dixon ,1863,Lester Ryan,5982,0.67,D,Eleanora Kirlin,dehradun,23202,153230416,9857
20-Dec-12,08-Jan-13,MUMBAI,VASAI,Commercial,Bouygues & Subsidiaries,1911,Viola Murazik,3761,0.92,E,Mr. Quinten Reichel,durgapur,6480,59025802,9901
21-Dec-12,09-Jan-13,MUMBAI,JUHU,Commercial,Mace,1897,Coy Block,8200,0.86,B,Tommie Glover,asansol,30489,222061753,8469
22-Dec-12,10-Jan-13,MUMBAI,AIROLI,Commercial,Costain,1949,Joany Littel,7859,0.64,A,Maryse Hickle,nanded,20000,101056000,7895
23-Dec-12,11-Jan-13,MUMBAI,CHEMBUR,Residential,Sir Robert McAlpine ,1836,Nedra Zieme,5965,0.35,E,Ms. Graham Donnelly,kolhapur,15320,39469682,7361
24-Dec-12,12-Jan-13,MUMBAI,VILE PARLE,Residential,Mears,1824,Orion Nicolas,5484,0.41,B,Evelyn Dickinson,ajmer,22109,58775450,6484
25-Dec-12,13-Jan-13,MUMBAI,VASAI,Residential,Lakeside 1 (Keepmoat),1944,Jacinthe Stehr,5581,0.26,D,Carson Pacocha II,gulbarga,4681,7220817,5933
26-Dec-12,14-Jan-13,MUMBAI,JUHU,Residential,Bowmer & Kirkland ,1930,Effie Legros,1865,0.25,C,Florida Bernhard,jamnagar,29320,62444270,8519
27-Dec-12,15-Jan-13,MUMBAI,AIROLI,Residential,Shepherd,1828,Donny O'Conner,5651,0.5,B,Geovanny Murphy IV,ujjain,22555,60560175,5370
28-Dec-12,16-Jan-13,DELHI,Mayur Vihar,Commercial,VolkerWessels UK,1884,Gregorio Rolfson,8564,0.2,E,Wendell Kshlerin,loni,12000,23829600,9929
29-Dec-12,17-Jan-13,DELHI,Chanakyapuri,Commercial,Miller,1973,Ms. Rickey Windler,8732,0.72,D,Kelly Pfeffer,siliguri,57000,345310560,8414
30-Dec-12,18-Jan-13,DELHI,Vasant Kunj,Commercial,Morrison Utility Services ,1944,Nelson Johnson,2972,0.24,B,Bethel Lakin,jhansi,15600,28772640,7685
31-Dec-12,19-Jan-13,DELHI,Saket,Commercial,Lend Lease,1959,Fritz Schmeler,7125,0.37,D,Emmanuel Prohaska,ulhasnagar,20000,52621400,7111
01-Jan-13,20-Jan-13,DELHI,Pithampura,Commercial,Imtech,1996,Greg Pfannerstill,1528,0.93,A,Kelli Carter,nellore,33500,236279520,7584
02-Jan-13,21-Jan-13,DELHI,Mayur Vihar,Residential,J Murphy,1957,Tabitha Stamm,5579,0.43,E,Miss Frankie Weber,jammu,11000,38606260,8162
03-Jan-13,22-Jan-13,DELHI,Chanakyapuri,Residential,NG Bailey,1940,Alize Jaskolski MD,2246,0.04,C,Eula Kreiger,sangli-miraj & kupwad,54000,17616960,8156
04-Jan-13,23-Jan-13,DELHI,Vasant Kunj,Residential,SSE Contracting,1880,Watson Wyman,5729,0.25,D,Lizzie Deckow,belgaum,15200,37335000,9825
05-Jan-13,24-Jan-13,DELHI,Saket,Residential,Mclaren,1862,Steve Guªann,5661,0.3,C,Brook Reinger,mangalore,16700,37860570,7557
06-Jan-13,25-Jan-13,DELHI,Pithampura,Residential,Bechtel,1809,Rafaela Hintz DVM,1909,0.28,E,Jaeden Hayes,ambattur,33000,58470720,6328
07-Jan-13,26-Jan-13,HYDERABAD,KUKATPALLY,Commercial,GB Building Solutions,1891,Gordon Sauer DVM,5880,0.98,A,Allene Vandervort,tirunelveli,2823,16325353,5901
08-Jan-13,27-Jan-13,HYDERABAD,JUBLIEE HILLS,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Brayan Dibbert,melagaon,11558,96837200,9009
09-Jan-13,28-Jan-13,HYDERABAD,BANJARA HILLS,Commercial,Lakehouse Contracts,1969,Laisha Bins MD,6540,0.19,B,Jermain Keebler,gaya,107474,105367510,5160
10-Jan-13,29-Jan-13,HYDERABAD,KONDAPUR,Commercial,Bullock Construction,1844,Chaya Langosh,6738,0.42,D,Jadyn Blick,jalgaon,40658,135005702,7906
11-Jan-13,30-Jan-13,HYDERABAD,MIYAPUR,Commercial,McLaughlin & Harvey ,1830,Franco Gaylord,9027,0.57,E,Bridie Leannon,udaipur,3064,15940123,9127
12-Jan-13,31-Jan-13,HYDERABAD,KUKATPALLY,Residential,Brett Group,1940,Naomie Daniel,1452,0.21,C,Providenci Howe,maheshtala,2548,4988551,9323
13-Jan-13,01-Feb-13,HYDERABAD,JUBLIEE HILLS,Residential,Mulalley,1817,Fletcher Sauer PhD,3414,0.65,B,Ms. Constantin Emard,tirupur,4846,16388930,5203
14-Jan-13,02-Feb-13,HYDERABAD,BANJARA HILLS,Residential,Larsen & Toubro,1938,K.Venkataraman,6800,0.29,E,Michale Reichel,davanagere,4871,11124146,7875
15-Jan-13,03-Feb-13,HYDERABAD,KONDAPUR,Residential,GMR Group,1978,Gandhi Mallikarjuna Rao,1550,0.8,D,Mariano O'Connell,kozhikode,3470,19834520,7145
16-Jan-13,04-Feb-13,HYDERABAD,MIYAPUR,Residential,Arun Excello,1987,Sriram P,1255,0.15,E,Dr. Wayne Padberg,akola,2564,3112183,8092
17-Jan-13,05-Feb-13,BANGALORE,INDIRANAGAR,Commercial,Manjeera,1985,Yoganand,450,0.32,B,Lukas Klein,kurnool,10233,18206554,5560
18-Jan-13,06-Feb-13,BANGALORE,JAYANAGAR,Commercial,Amrapalli Group,1973,Dr.Anil Kumar Sharma,1023,0.51,A,Granville Gleichner,rajpur sonarpur,107933,280568596,5097
19-Jan-13,07-Feb-13,BANGALORE,FRAZER TOWN,Commercial,Hiranandhani Developers,1980,Dr.RL Bhatia,1600,0.04,C,Aurelie Torp,bokaro,10254,3794390,9251
20-Jan-13,08-Feb-13,BANGALORE,HEBBAL,Commercial,Jain Builders,2005,Mr.Sandheep Mehta,775,0.77,E,Kirsten Auer,south dumdum,4407,19875085,5857
21-Jan-13,09-Feb-13,BANGALORE,KORAMANGALA,Commercial,Mantri Group,1999,Sushil Mantri,5464,0.94,D,Colton Nolan,bellary,10277,76973908,7968
22-Jan-13,10-Feb-13,BANGALORE,INDIRANAGAR,Residential,DLF,1946,T.C.Goyal,7542,0.29,E,Mr. Percy Keebler,patiala,8506,20000328,8108
23-Jan-13,11-Feb-13,BANGALORE,JAYANAGAR,Residential,Aaryan Estates,2006,Aryan Patel,5336,0.21,B,Ms. Esperanza Haag,gopalpur,8314,13923872,7975
24-Jan-13,12-Feb-13,BANGALORE,FRAZER TOWN,Residential,Unitech,1972,Ramesh Chandra,1472,0.59,A,Alexandria Yost,agartala,4871,23008363,8006
25-Jan-13,13-Feb-13,BANGALORE,HEBBAL,Residential,Adithya Birla Group,1857,Dr.Santrupt B. Misra,136000,0.75,E,Hester Willms IV,bhagalpur,3470,14771790,5676
26-Jan-13,14-Feb-13,BANGALORE,KORAMANGALA,Residential,TATA,1868,Ratan Tata,565502,0.79,E,Casper Hamill,muzaffarnagar,7574,35457984,5926
27-Jan-13,15-Feb-13,MUMBAI,CHEMBUR,Commercial,VGN,1942,Pratish Devadoss,3683,0.26,D,Murl Cruickshank,bhatpara,14500,30028050,7965
28-Jan-13,16-Feb-13,MUMBAI,VILE PARLE,Commercial,Carillion ,1927,Arlo Moore,8282,0.16,C,Dr. Yesenia Hodkiewicz,panihati,23202,32612731,8785
29-Jan-13,17-Feb-13,MUMBAI,VASAI,Commercial,Kier Group (Inc. May Gurney),1862,Salvatore Hackett,7200,0.61,B,Ayden Schultz,latur,6480,29151900,7375
30-Jan-13,18-Feb-13,MUMBAI,JUHU,Commercial,Interserve,1856,Ms. Jeanie Hettinger,9644,0.85,E,Hallie Yost,dhule,30489,182394345,7038
31-Jan-13,19-Feb-13,MUMBAI,AIROLI,Commercial,Mitie,1954,Johnnie Senger,7511,0.2,D,Nels Bahringer,rohtak,20000,20624000,5156
01-Feb-13,20-Feb-13,MUMBAI,CHEMBUR,Residential,Morgan Sindall,1920,Lexi Moore,9930,0.56,B,Clay Lang,korba,15320,79314704,9245
02-Feb-13,21-Feb-13,MUMBAI,VILE PARLE,Residential,BAM Construction/Nuttall,1850,Deon Emard,2625,0.02,D,Agnes Durgan,bhilwara,22109,3675842,8313
03-Feb-13,22-Feb-13,MUMBAI,VASAI,Residential,Laing O Rourke,1898,Ryann Becker,1723,0.73,E,Davion Zieme,brahmapur,4681,26397329,7725
04-Feb-13,23-Feb-13,MUMBAI,JUHU,Residential,Galliford Try ,1898,Carlee Koelpin,3361,0.5,C,Zena Cronin,muzaffarpur,29320,131441560,8966
05-Feb-13,24-Feb-13,MUMBAI,AIROLI,Residential,Keller,1866,Lavonne Hudson,6649,0.78,A,Dena Stokes MD,ahmednagar,22555,145194204,8253
06-Feb-13,25-Feb-13,HYDERABAD,MIYAPUR,Residential,ISG,1924,Delta Durgan,6405,0.56,D,Mrs. Jamie Rath,mathura,2564,13112091,9132
07-Feb-13,26-Feb-13,BANGALORE,INDIRANAGAR,Commercial,Wates,1804,Florian D'Amore,2543,0.5,E,Hunter Jones,kollam,10233,40241273,7865
08-Feb-13,27-Feb-13,BANGALORE,JAYANAGAR,Commercial,Amey UK,1917,Jonathon Sanford,1323,0.6,D,Adella Macejkovic,avadi,107933,459341261,7093
09-Feb-13,28-Feb-13,BANGALORE,FRAZER TOWN,Commercial,Enterprise,1954,Polly Brakus,9410,0.87,C,Wendell Bergstrom,rajamundry,10254,83339795,9342
10-Feb-13,01-Mar-13,BANGALORE,HEBBAL,Commercial,Vinci UK,1808,Camron Rowe I,5160,0.58,B,Tyreek Kihn,kadapa,4407,25486474,9971
11-Feb-13,02-Mar-13,BANGALORE,KORAMANGALA,Commercial,Skanska,1904,Connor Wyman,2574,0.37,A,Hailie Borer,kamarhati,10277,31781211,8358
12-Feb-13,03-Mar-13,BANGALORE,INDIRANAGAR,Residential,Willmott Dixon ,1863,Lester Ryan,5982,0.67,D,Stephanie Kiehn,bilaspur,8506,42600175,7475
13-Feb-13,04-Mar-13,BANGALORE,JAYANAGAR,Residential,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Hosea Casper,shahjahanpur,8314,37622513,6285
